scenario_id,run_id,throughput_orders_per_shift,queue_length_mean,rho_predicted,pipeline_version,seed,utilization_human,utilization_humanoid,utilization_amr
S-hybrid-amr,4,956.0,0.1400208986415883,0.19793439153439152,0.1.0,46,0.13547949109538848,0.4442897890977987,0.19295749096123027
S-hybrid-amr,5,892.0,0.12430011198208286,0.19793439153439152,0.1.0,47,0.12314680399723134,0.42916471004597123,0.21875939007887138
S-hybrid-amr,6,980.0,0.16089613034623218,0.19793439153439152,0.1.0,48,0.14034538474094105,0.43663261558929706,0.20297527776127733
S-hybrid-amr,7,980.0,0.14765784114052954,0.19793439153439152,0.1.0,49,0.14449006922115631,0.4513324105821432,0.18463016369510554
S-hybrid-amr,8,973.0,0.1671794871794872,0.19793439153439152,0.1.0,50,0.14182659186666544,0.47729496007461375,0.1805973367897261
S-hybrid-amr,9,993.0,0.15477386934673368,0.19793439153439152,0.1.0,51,0.1402647212552631,0.45651416464912037,0.20973948914212498
S-hybrid-amr,10,998.0,0.12224448897795591,0.19793439153439152,0.1.0,52,0.14667412032340477,0.46175097591158765,0.18958636926698544
S-hybrid-amr,11,1017.0,0.13850687622789784,0.19793439153439152,0.1.0,53,0.15064562764454184,0.4506935609776572,0.19801023543825538
S-hybrid-amr,12,887.0,0.13175675675675674,0.19793439153439152,0.1.0,54,0.12505561074089439,0.3960273548645812,0.1884145536234028
S-hybrid-amr,13,907.0,0.1288546255506608,0.19793439153439152,0.1.0,55,0.13058326286852576,0.44387921201168773,0.1689066009759567
S-hybrid-amr,14,929.0,0.1216361679224973,0.19793439153439152,0.1.0,56,0.13839294004056346,0.4345263249010522,0.17606839436697513
S-future-2028,0,932.0,0.0075107296137339056,0.17831593406593407,0.1.0,42,0.1085981761061357,0.22963904124093915,
S-future-2028,1,993.0,0.01507537688442211,0.17831593406593407,0.1.0,43,0.11026781334212417,0.2545821986431888,
S-future-2028,2,961.0,0.007284079084287201,0.17831593406593407,0.1.0,44,0.10178174388477051,0.2624691303526136,
S-future-2028,3,921.0,0.01950162513542795,0.17831593406593407,0.1.0,45,0.09732040243460094,0.24949145301152706,
S-future-2028,4,951.0,0.026288117770767613,0.17831593406593407,0.1.0,46,0.10713087984800385,0.23899512723313535,
S-future-2028,5,888.0,0.012359550561797753,0.17831593406593407,0.1.0,47,0.08719595766186751,0.2582467141374899,
S-future-2028,6,960.0,0.012474012474012475,0.17831593406593407,0.1.0,48,0.1067656599791434,0.24874449340423221,
S-future-2028,7,978.0,0.00816326530612245,0.17831593406593407,0.1.0,49,0.11218345475725663,0.24739269754854304,
S-future-2028,8,978.0,0.006128702757916241,0.17831593406593407,0.1.0,50,0.10821578074413742,0.25514481907732683,
S-future-2028,9,971.0,0.0102880658436214,0.17831593406593407,0.1.0,51,0.10685817857754311,0.24983091706284044,
S-future-2028,10,986.0,0.023255813953488372,0.17831593406593407,0.1.0,52,0.10635647067064338,0.26478405996946663,
S-future-2028,11,981.0,0.0040650406504065045,0.17831593406593407,0.1.0,53,0.10825867130550884,0.25415740978555074,
S-future-2028,12,908.0,0.009900990099009901,0.17831593406593407,0.1.0,54,0.0921057470335203,0.2506369538596246,
S-future-2028,13,924.0,0.008658008658008658,0.17831593406593407,0.1.0,55,0.09937629977462487,0.24603101055116064,
S-future-2028,14,898.0,0.014460511679644048,0.17831593406593407,0.1.0,56,0.09547064574077933,0.2494809716308022,
